Type_Chamber,Type_Bill,Type_Number,Congress,Date,Title,Chamber,Sponsor,Party,State,District,Date_Intro,Cosponsors,Committees,Date_Last,Last_Action
H,B,3889,109,2005,Methamphetamine Epidemic Elimination Act,House," Souder, Mark E",R,IN,3,9/22/05,74,"House - Energy and Commerce, Judiciary, International Relations, Transportation and Infrastructure",11/17/05,"Placed on the Union Calendar, Calendar No. 167."
H,Res,485,109,2005,Supporting the goals of Red Ribbon Week.,House," Souder, Mark E",R,IN,3,10/6/05,25,House - Energy and Commerce,10/25/05,Motion to reconsider laid on the table Agreed to without objection.
H,Res,715,110,2007,Supporting the goals and ideals of Red Ribbon Week.,House," Souder, Mark E",R,IN,3,10/4/07,31,House - Energy and Commerce,10/4/07,Referred to the Subcommittee on Health.
H,Res,1447,110,2007,Supporting the goals and ideals of Red Ribbon Week.,House," Souder, Mark E",R,IN,3,9/16/08,1,House - Energy and Commerce,9/16/08,Referred to the Subcommittee on Health.
H,Res,304,108,2003,Expressing the sense of the House of Representatives regarding United States citizens adopting children from the People's Republic of China.,House," Northup, Anne M",R,KY,3,6/26/03,19,House - Judiciary,9/4/03,"Referred to the Subcommittee on Immigration, Border Security, and Claims."
H,B,5057,111,2009,Weapons of Mass Destruction Prevention and Preparedness Act of 2010,House," King, Peter T",R,NY,3,4/15/10,5,"House - Homeland Security, Energy and Commerce, Agriculture, Oversight and Government Reform, Transportation and Infrastructure, Foreign Affairs, Intelligence (Permanent), Armed Services",6/18/10,Referred to the Subcommittee on Horticulture and Organic Agriculture.
H,B,2642,113,2013,Agricultural Act of 2014,House," Lucas, Frank D",R,OK,3,7/10/13,0,House - Agriculture,2/7/14,Became Public Law No: 113-79.
H,Con,128,115,2017,Establishing the congressional budget for the United States Government for fiscal year 2019 and setting forth the appropriate budgetary levels for fiscal years 2020 through 2028.,House," Womack, Steve ",R,AR,3,7/13/18,0,House - Budget,7/13/18,"Placed on the Union Calendar, Calendar No. 632."
H,Con,305,110,2007,Recognizing the importance of bicycling in transportation and recreation.,House," Blumenauer, Earl ",D,OR,3,2/28/08,34,"House - Transportation and Infrastructure | Senate - Commerce, Science, and Transportation",6/2/08,"Received in the Senate and referred to the Committee on Commerce, Science, and Transportation."
H,B,345,107,2001,"Public Education Reinvestment, Reinvention, and Responsibility Act (Three R's)",House," Roemer, Tim ",D,IN,3,1/31/01,18,House - Education and the Workforce,3/29/01,Committee Hearings Held.
H,B,542,95,1977,A bill to require the immediate reporting of epidemic diseases or accidents in nursing homes participating in Federal programs.,House," Lloyd, Marilyn ",D,TN,3,1/4/77,0,"House - Ways and Means, Interstate and Foreign Commerce",1/4/77,Referred to House Committee on Interstate and Foreign Commerce.
H,B,1057,112,2011,FIT Kids Act,House," Kind, Ron ",D,WI,3,3/14/11,96,House - Education and the Workforce,4/4/11,"Referred to the Subcommittee on Early Childhood, Elementary, and Secondary Education."
H,B,1585,111,2009,FIT Kids Act,House," Kind, Ron ",D,WI,3,3/18/09,113,"House - Education and Labor | Senate - Health, Education, Labor, and Pensions",4/22/10,"Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
H,B,1904,108,2003,Healthy Forests Restoration Act of 2003,House," McInnis, Scott ",R,CO,3,5/1/03,137,"House - Agriculture, Resources, Judiciary | Senate - Agriculture, Nutrition, and Forestry",12/3/03,Became Public Law No: 108-148.
H,B,2057,108,2003,Chronic Wasting Disease Support for States Act of 2003,House," McInnis, Scott ",R,CO,3,5/9/03,8,"House - Resources, Agriculture",6/19/03,Subcommittee Hearings Held.
H,B,2740,105,1997,To limit attorneys' fees in the tobacco settlement.,House," McInnis, Scott ",R,CO,3,10/24/97,24,House - Judiciary,10/29/97,Referred to the Subcommittee on Courts and Intellectual Property.
H,B,2939,96,1979,A bill to require the immediate reporting of epidemic diseases or accidents in nursing homes participating in Federal programs.,House," Lloyd, Marilyn ",D,TN,3,3/14/79,0,"House - Ways and Means, Interstate and Foreign Commerce",3/14/79,Referred to House Committee on Interstate and Foreign Commerce.
H,B,3187,110,2007,Meth Mouth Correctional Costs and Reentry Support Act,House," Baird, Brian ",D,WA,3,7/26/07,39,House - Judiciary,9/10/07,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security."
H,B,3257,110,2007,Fitness Integrated with Teaching Kids Act,House," Kind, Ron ",D,WI,3,7/31/07,80,House - Education and Labor,9/19/07,"Referred to the Subcommittee on Early Childhood, Elementary, and Secondary Education."
H,B,4795,107,2001,Chronic Wasting Disease Support for States Act of 2002 ,House," McInnis, Scott ",R,CO,3,5/22/02,20,"House - Resources, Agriculture",6/5/02,Executive Comment Requested from USDA.
H,B,5008,114,2015,Clarify Workers Misclassification in the Construction Industry Act,House," MacArthur, Thomas ",R,NJ,3,4/20/16,21,House - Ways and Means,4/20/16,Referred to the House Committee on Ways and Means.
H,B,5209,111,2009,Healthy Communities through Helping to Offer Incentives and Choices to Everyone in Society Act of 2010,House," Kind, Ron ",D,WI,3,5/5/10,5,"House - Energy and Commerce, Education and Labor, Ways and Means, Agriculture, Transportation and Infrastructure, Natural Resources",6/18/10,"Referred to the Subcommittee on Department Operations, Oversight, Nutrition and Forestry."
H,B,5216,114,2015,Opioid and Heroin Abuse Crisis Investment Act of 2016,House," Lujan, Ben Ray ",D,NM,3,5/12/16,97,"House - Energy and Commerce, Judiciary, Budget",5/20/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H,B,6688,115,2017,ALERT Act of 2018,House," MacArthur, Thomas ",R,NJ,3,8/28/18,2,House - Energy and Commerce,8/31/18,Referred to the Subcommittee on Health.
H,Res,717,114,2015,"Recognizing the importance of cancer research and the contributions of scientists, clinicians, cancer survivors and other patient advocates across the United States who are dedicated to finding a cure for cancer, and supporting the designation of May 2016 as ""National Cancer Research Month"".",House," Yoder, Kevin ",R,KS,3,4/29/16,23,House - Energy and Commerce,5/6/16,Referred to the Subcommittee on Health.
H,Res,1244,110,2007,"Resolving to address the costly obesity epidemic by identifying opportunities to increase access to and promotion of nutrition, physical activity, and health care in all of Congress's work.",House," Blumenauer, Earl ",D,OR,3,6/5/08,12,House - Energy and Commerce,6/5/08,Referred to the House Committee on Energy and Commerce.
H,B,3630,113,2013,Cure for AIDS Act of 2013,House," Himes, James A",D,CT,4,12/2/13,4,"House - Armed Services, Energy and Commerce",1/24/14,Referred to the Subcommittee on Military Personnel.
H,B,6187,112,2011,Cure for AIDS Act of 2012,House," Himes, James A",D,CT,4,7/25/12,4,"House - Armed Services, Energy and Commerce",8/24/12,Referred to the Subcommittee on Military Personnel.
H,B,4139,109,2005,"To minimize harm to populations impacted by the release of environmental contaminants, hazardous materials or infectious materials in the aftermath of Hurricanes Katrina and Rita by providing for a Comprehensive Environmental Sampling and Toxicity Assessment Plan (CESTAP) to assess and monitor air, water, soil and human populations, and for other purposes.",House," McKinney, Cynthia A",D,GA,4,10/25/05,8,"House - Energy and Commerce, Transportation and Infrastructure, Budget, Education and the Workforce",3/24/06,Referred to the Subcommittee on Education Reform.
H,Res,757,111,2009,Supporting the goals and ideals of a National Day of Remembrance for Homicide Victims.,House," Edwards, Donna F",D,MD,4,9/21/09,15,House - Judiciary,9/30/09,Motion to reconsider laid on the table Agreed to without objection.
H,Con,303,109,2005,"Urging the United States Trade Representative to take action to ensure that the People's Republic of China complies with its obligations to protect intellectual property rights, and for other purposes.",House," DeFazio, Peter A",D,OR,4,11/17/05,13,House - Ways and Means,11/17/05,Referred to the House Committee on Ways and Means.
H,B,5305,109,2005,Headwaters Protection and Restoration Act,House," Musgrave, Marilyn N",R,CO,4,5/4/06,1,"House - Resources, Agriculture, Energy and Commerce, Transportation and Infrastructure",5/23/06,Executive Comment Requested from USDA.
H,Con,264,103,1993,"Establishing a congressional commission for the purpose of assessing the humanitarian, political, and diplomatic conditions in Haiti and reporting to the Congress on the appropriate policy options available to the United States with respect to Haiti.",House," Smith, Christopher H",R,NJ,4,6/30/94,14,House - Foreign Affairs,7/12/94,Referred to the Subcommittee on Western Hemisphere Affairs.
H,B,1376,108,2003,To improve the Enhanced Heavily Indebted Poor Countries (HIPC) Initiative.,House," Smith, Christopher H",R,NJ,4,3/20/03,13,"House - Financial Services, International Relations",3/27/03,"Referred to the Subcommittee on Domestic and International Monetary Policy, Trade, and Technology."
H,B,1415,115,2017,End Neglected Tropical Diseases Act,House," Smith, Christopher H",R,NJ,4,3/7/17,10,"House - Energy and Commerce, Foreign Affairs, Financial Services",11/15/17,Ordered to be Reported (Amended) by Voice Vote.
H,B,1797,114,2015,End Neglected Tropical Diseases Act,House," Smith, Christopher H",R,NJ,4,4/15/15,13,"House - Energy and Commerce, Foreign Affairs, Financial Services",1/7/16,Ordered to be Reported (Amended) by Unanimous Consent.
H,B,4436,109,2005,"To provide certain authorities for the Department of State, and for other purposes.",House," Smith, Christopher H",R,NJ,4,12/6/05,0,"House - International Relations, Government Reform",12/22/05,Became Public Law No: 109-140.
H,B,4524,107,2001,Debt Relief Enhancement Act of 2002,House," Smith, Christopher H",R,NJ,4,4/18/02,35,"House - International Relations, Financial Services",4/29/02,"Referred to the Subcommittee on International Monetary Policy and Trade, for a period to be subsequently determined by the Chairman."
H,B,4847,113,2013,End Neglected Tropical Diseases Act,House," Smith, Christopher H",R,NJ,4,6/11/14,5,"House - Energy and Commerce, Foreign Affairs, Financial Services",6/13/14,Referred to the Subcommittee on Health.
H,B,5710,113,2013,Ebola Emergency Response Act,House," Smith, Christopher H",R,NJ,4,11/14/14,5,House - Foreign Affairs,11/20/14,Ordered to be Reported (Amended) by Unanimous Consent.
H,B,5966,109,2005,Child Soldier Prevention Act of 2006,House," Smith, Christopher H",R,NJ,4,7/28/06,0,House - International Relations,7/28/06,Referred to the House Committee on International Relations.
H,B,6651,115,2017,PEPFAR Extension Act of 2018,House," Smith, Christopher H",R,NJ,4,8/3/18,13,House - Foreign Affairs,12/11/18,Became Public Law No: 115-305.
H,B,7091,115,2017,Combatting Illicit Fentanyl Act of 2018,House," Smith, Christopher H",R,NJ,4,10/26/18,11,House - Foreign Affairs,10/26/18,Referred to the House Committee on Foreign Affairs.
H,Res,1054,115,2017,"Commemorating Arthur Ashe, a native of Richmond, Virginia, on the 50th anniversary of his historic win at the 1968 United States Open Tennis Championship and honoring his humanitarian contributions to civil rights, education, the movement against apartheid in South Africa, and HIV/AIDS awareness.",House," McEachin, A",D,VA,4,9/6/18,1,House - Oversight and Government Reform,9/6/18,Referred to the House Committee on Oversight and Government Reform.
H,Con,172,109,2005,Affirming the commitment and leadership of the United States to improve the lives of the world's 1.3 billion people living in extreme poverty and conditions of misery.,House," McCollum, Betty ",D,MN,4,5/26/05,100,House - International Relations,5/26/05,Referred to the House Committee on International Relations.
H,Con,251,102,1991,"Expressing the sense of the Congress that the Fox Broadcasting Company be commended for accepting paid advertising promoting the use of condoms as a method for preventing the spread of Acquired Immune Deficiency Syndrome (AIDS), that all other commercial broadcast networks should follow the example of the Fox Broadcasting Company, and that the Secretary of Health and Human Services should prepare, and encourage the preparation of, public service announcements promoting the use of condoms as a method for preventing the spread of AIDS.",House," Fazio, Vic ",D,CA,4,11/26/91,12,House - Energy and Commerce,1/15/92,Referred to the Subcommittee on Health and the Environment.
H,B,4,113,2013,Jobs for America Act,House," Camp, Dave ",R,MI,4,9/15/14,4,"House - Ways and Means, Budget, Oversight and Government Reform, Rules, Judiciary, Financial Services, Agriculture, Natural Resources, Small Business",11/13/14,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 597.
H,B,536,112,2011,Indian Healthcare Improvement Act of 2011,House," Cole, Tom ",R,OK,4,2/8/11,0,"House - Natural Resources, Energy and Commerce, Ways and Means, Budget",2/18/11,Referred to the Subcommittee on Health.
H,B,725,111,2009,Indian Arts and Crafts Amendments Act of 2010,House," Pastor, Ed ",D,AZ,4,1/27/09,6,"House - Natural Resources, Judiciary",7/29/10,Became Public Law No: 111-211.
H,B,1369,115,2017,Indian Healthcare Improvement Act of 2017,House," Cole, Tom ",R,OK,4,3/6/17,0,"House - Natural Resources, Energy and Commerce, Ways and Means, Budget",3/20/17,"Referred to the Subcommittee on Indian, Insular and Alaska Native Affairs."
H,B,1526,113,2013,Restoring Healthy Forests for Healthy Communities Act,House," Hastings, Doc ",R,WA,4,4/12/13,22,"House - Agriculture, Natural Resources | Senate - Energy and Natural Resources",9/23/13,Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.
H,B,2519,103,1993,"Departments of Commerce, Justice, and State, the Judiciary, and Related Agencies Appropriations Act, 1994",House," Smith, Neal Edward ",D,IA,4,6/24/93,0,House - Appropriations | Senate - Appropriations,10/27/93,Became Public Law No: 103-121.
H,B,3263,102,1991,Northwest Forest Protection and Community Stability Act of 1991,House," Morrison, Sid ",R,WA,4,8/2/91,8,"House - Agriculture, Interior and Insular Affairs, Merchant Marine and Fisheries",5/7/92,See H.R.4899.
H,B,3310,107,2001,Bioterrorism Preparedness Act of 2001,House," Ganske, Greg ",R,IA,4,11/16/01,40,"House - Energy and Commerce, Judiciary, Agriculture",12/10/01,Referred to the Subcommittee on Health.
H,B,3854,109,2005,Microbicide Development Act,House," Shays, Christopher ",R,CT,4,9/21/05,53,"House - Energy and Commerce, International Relations",10/7/05,Referred to the Subcommittee on Health.
